id,neighborhood,room_type,price,rating,review_text
2379,Manly,Entire home/apt,72.31,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2380,Manly,Private room,563.22,3.0,"Terrible experience, the place was dirty and loud."
2381,Parramatta,Private room,328.39,3.5,Extremely clean and modern apartment with high-speed wifi.
2382,Bondi,Shared room,577.53,4.7,Extremely clean and modern apartment with high-speed wifi.
2383,Bondi,Entire home/apt,392.22,2.7,"Basic room, clean but tiny. The host was very friendly."
2384,Surry Hills,Private room,50.42,3.8,Luxury villa with a pool and ocean views. Incredible experience.
2385,Bondi,Private room,758.94,2.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2386,Newtown,Entire home/apt,798.36,4.6,Luxury villa with a pool and ocean views. Incredible experience.
2387,Surry Hills,Shared room,771.12,4.2,"Quiet and peaceful, the perfect romantic getaway."
2388,Darlinghurst,Shared room,569.98,3.6,A bit outdated but very affordable and cozy.
2389,Manly,Entire home/apt,589.44,3.6,"Terrible experience, the place was dirty and loud."
2390,Parramatta,Entire home/apt,625.6,4.8,Luxury villa with a pool and ocean views. Incredible experience.
2391,Darlinghurst,Private room,553.46,4.7,Extremely clean and modern apartment with high-speed wifi.
2392,Parramatta,Entire home/apt,126.44,3.8,A bit outdated but very affordable and cozy.
2393,Newtown,Entire home/apt,268.93,4.8,Extremely clean and modern apartment with high-speed wifi.
2394,Bondi,Shared room,798.73,4.8,Luxury villa with a pool and ocean views. Incredible experience.
2395,Parramatta,Shared room,703.98,4.4,"Quiet and peaceful, the perfect romantic getaway."
2396,Darlinghurst,Shared room,240.07,2.7,"Terrible experience, the place was dirty and loud."
2397,Manly,Shared room,714.77,4.1,Extremely clean and modern apartment with high-speed wifi.
2398,Darlinghurst,Private room,106.31,4.0,"Very noisy and bustling, great for nightlife but hard to sleep."
2399,Bondi,Entire home/apt,337.05,4.0,A bit outdated but very affordable and cozy.
2400,Manly,Shared room,347.2,4.1,Extremely clean and modern apartment with high-speed wifi.
2401,Darlinghurst,Entire home/apt,256.41,3.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2402,Surry Hills,Entire home/apt,376.24,4.8,"Very noisy and bustling, great for nightlife but hard to sleep."
2403,Darlinghurst,Private room,427.38,4.0,"Terrible experience, the place was dirty and loud."
2404,Newtown,Shared room,476.58,4.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2405,Bondi,Private room,534.96,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2406,Darlinghurst,Entire home/apt,448.64,3.0,A bit outdated but very affordable and cozy.
2407,Darlinghurst,Shared room,639.82,5.0,A bit outdated but very affordable and cozy.
2408,Newtown,Shared room,196.51,4.2,"Quiet and peaceful, the perfect romantic getaway."
2409,Newtown,Private room,277.52,4.6,"Terrible experience, the place was dirty and loud."
2410,Bondi,Shared room,517.04,4.2,Luxury villa with a pool and ocean views. Incredible experience.
2411,Newtown,Entire home/apt,519.87,3.3,"Terrible experience, the place was dirty and loud."
2412,Surry Hills,Shared room,365.43,3.5,"Basic room, clean but tiny. The host was very friendly."
2413,Manly,Private room,200.19,4.4,"Terrible experience, the place was dirty and loud."
2414,Newtown,Shared room,626.75,5.0,Extremely clean and modern apartment with high-speed wifi.
2415,Bondi,Entire home/apt,408.97,3.9,"Basic room, clean but tiny. The host was very friendly."
2416,Darlinghurst,Entire home/apt,113.05,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2417,Darlinghurst,Shared room,419.63,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2418,Newtown,Entire home/apt,487.82,3.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2419,Manly,Shared room,727.28,3.7,Extremely clean and modern apartment with high-speed wifi.
2420,Manly,Entire home/apt,575.84,3.1,"Quiet and peaceful, the perfect romantic getaway."
2421,Newtown,Entire home/apt,406.08,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2422,Bondi,Entire home/apt,120.37,2.6,Extremely clean and modern apartment with high-speed wifi.
2423,Manly,Shared room,586.42,4.9,"Terrible experience, the place was dirty and loud."
2424,Bondi,Private room,676.42,3.6,Luxury villa with a pool and ocean views. Incredible experience.
2425,Manly,Shared room,561.29,3.6,A bit outdated but very affordable and cozy.
2426,Newtown,Entire home/apt,373.5,4.6,"Basic room, clean but tiny. The host was very friendly."
2427,Bondi,Entire home/apt,348.11,3.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2428,Bondi,Private room,711.9,3.1,Extremely clean and modern apartment with high-speed wifi.
2429,Surry Hills,Private room,169.43,2.9,"Basic room, clean but tiny. The host was very friendly."
2430,Manly,Private room,473.18,3.4,"Basic room, clean but tiny. The host was very friendly."
2431,Newtown,Entire home/apt,83.78,4.9,"Basic room, clean but tiny. The host was very friendly."
2432,Parramatta,Entire home/apt,542.47,2.5,"Terrible experience, the place was dirty and loud."
2433,Parramatta,Entire home/apt,481.83,4.6,"Basic room, clean but tiny. The host was very friendly."
2434,Newtown,Entire home/apt,562.7,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2435,Manly,Entire home/apt,239.51,3.9,A bit outdated but very affordable and cozy.
2436,Surry Hills,Entire home/apt,715.35,2.8,"Basic room, clean but tiny. The host was very friendly."
2437,Newtown,Private room,344.33,3.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2438,Darlinghurst,Entire home/apt,187.79,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2439,Surry Hills,Shared room,252.5,2.9,"Quiet and peaceful, the perfect romantic getaway."
2440,Parramatta,Private room,376.12,3.7,A bit outdated but very affordable and cozy.
2441,Surry Hills,Entire home/apt,83.7,3.8,"Terrible experience, the place was dirty and loud."
2442,Manly,Shared room,215.21,3.0,"Terrible experience, the place was dirty and loud."
2443,Bondi,Shared room,203.21,2.6,Luxury villa with a pool and ocean views. Incredible experience.
2444,Surry Hills,Private room,687.76,3.9,A bit outdated but very affordable and cozy.
2445,Manly,Private room,706.98,3.5,"Quiet and peaceful, the perfect romantic getaway."
2446,Newtown,Private room,454.35,3.5,"Very noisy and bustling, great for nightlife but hard to sleep."
2447,Darlinghurst,Entire home/apt,60.28,2.7,"Terrible experience, the place was dirty and loud."
2448,Darlinghurst,Private room,294.25,4.7,"Quiet and peaceful, the perfect romantic getaway."
2449,Surry Hills,Shared room,355.81,2.8,Luxury villa with a pool and ocean views. Incredible experience.
2450,Parramatta,Entire home/apt,81.97,4.9,Extremely clean and modern apartment with high-speed wifi.
2451,Newtown,Shared room,363.9,4.5,A bit outdated but very affordable and cozy.
2452,Darlinghurst,Entire home/apt,533.49,3.5,"Basic room, clean but tiny. The host was very friendly."
2453,Parramatta,Entire home/apt,400.57,2.6,"Basic room, clean but tiny. The host was very friendly."
2454,Bondi,Private room,542.94,2.8,"Very noisy and bustling, great for nightlife but hard to sleep."
2455,Bondi,Shared room,442.09,3.5,Extremely clean and modern apartment with high-speed wifi.
2456,Surry Hills,Private room,329.46,4.5,A bit outdated but very affordable and cozy.
2457,Manly,Entire home/apt,423.44,3.3,"Terrible experience, the place was dirty and loud."
2458,Darlinghurst,Private room,629.08,3.7,Extremely clean and modern apartment with high-speed wifi.
2459,Surry Hills,Private room,390.99,4.8,A bit outdated but very affordable and cozy.
2460,Parramatta,Entire home/apt,500.84,3.5,"Quiet and peaceful, the perfect romantic getaway."
2461,Parramatta,Private room,735.47,3.2,"Quiet and peaceful, the perfect romantic getaway."
2462,Newtown,Entire home/apt,67.17,4.9,"Quiet and peaceful, the perfect romantic getaway."
2463,Newtown,Entire home/apt,94.1,4.6,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2464,Parramatta,Shared room,295.83,3.5,Extremely clean and modern apartment with high-speed wifi.
2465,Surry Hills,Entire home/apt,541.74,4.3,"Terrible experience, the place was dirty and loud."
2466,Parramatta,Entire home/apt,721.56,4.4,Luxury villa with a pool and ocean views. Incredible experience.
2467,Parramatta,Entire home/apt,221.14,5.0,"Terrible experience, the place was dirty and loud."
2468,Surry Hills,Shared room,57.96,4.1,A bit outdated but very affordable and cozy.
2469,Newtown,Private room,695.7,2.9,A bit outdated but very affordable and cozy.
2470,Manly,Private room,455.85,4.3,"Very noisy and bustling, great for nightlife but hard to sleep."
2471,Surry Hills,Shared room,576.02,4.9,Extremely clean and modern apartment with high-speed wifi.
2472,Parramatta,Shared room,599.31,5.0,A bit outdated but very affordable and cozy.
2473,Darlinghurst,Shared room,312.28,3.0,A bit outdated but very affordable and cozy.
2474,Manly,Shared room,221.45,5.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2475,Surry Hills,Entire home/apt,371.08,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2476,Surry Hills,Shared room,297.64,3.2,"Terrible experience, the place was dirty and loud."
2477,Bondi,Private room,332.63,4.0,Extremely clean and modern apartment with high-speed wifi.
2478,Newtown,Private room,518.56,4.2,Luxury villa with a pool and ocean views. Incredible experience.
2479,Newtown,Private room,109.35,3.6,Luxury villa with a pool and ocean views. Incredible experience.
2480,Surry Hills,Shared room,247.69,4.8,"Basic room, clean but tiny. The host was very friendly."
2481,Newtown,Shared room,335.18,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2482,Manly,Private room,636.3,4.4,"Quiet and peaceful, the perfect romantic getaway."
2483,Parramatta,Private room,229.89,3.1,"Very noisy and bustling, great for nightlife but hard to sleep."
2484,Bondi,Shared room,159.23,2.5,Extremely clean and modern apartment with high-speed wifi.
2485,Parramatta,Shared room,772.92,3.9,"Basic room, clean but tiny. The host was very friendly."
2486,Darlinghurst,Entire home/apt,585.8,3.4,"Very noisy and bustling, great for nightlife but hard to sleep."
2487,Surry Hills,Shared room,171.5,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2488,Darlinghurst,Private room,397.45,2.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2489,Bondi,Shared room,583.37,3.1,"Terrible experience, the place was dirty and loud."
2490,Newtown,Shared room,541.39,3.9,"Quiet and peaceful, the perfect romantic getaway."
2491,Bondi,Shared room,207.19,4.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2492,Parramatta,Entire home/apt,574.82,4.8,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2493,Newtown,Private room,293.39,2.8,"Terrible experience, the place was dirty and loud."
2494,Parramatta,Entire home/apt,463.24,2.6,Extremely clean and modern apartment with high-speed wifi.
2495,Surry Hills,Shared room,395.28,3.7,"Quiet and peaceful, the perfect romantic getaway."
2496,Darlinghurst,Private room,301.09,3.8,Extremely clean and modern apartment with high-speed wifi.
2497,Parramatta,Private room,80.48,3.8,"Quiet and peaceful, the perfect romantic getaway."
2498,Manly,Private room,139.21,3.6,Luxury villa with a pool and ocean views. Incredible experience.
2499,Surry Hills,Entire home/apt,561.23,4.6,"Basic room, clean but tiny. The host was very friendly."
2500,Darlinghurst,Private room,94.95,3.6,"Terrible experience, the place was dirty and loud."
2501,Newtown,Private room,371.63,4.0,"Quiet and peaceful, the perfect romantic getaway."
2502,Newtown,Entire home/apt,479.11,4.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2503,Parramatta,Entire home/apt,606.7,3.9,A bit outdated but very affordable and cozy.
2504,Newtown,Shared room,136.36,3.7,A bit outdated but very affordable and cozy.
2505,Manly,Shared room,58.29,3.0,Luxury villa with a pool and ocean views. Incredible experience.
2506,Manly,Private room,557.82,3.7,"Terrible experience, the place was dirty and loud."
2507,Manly,Shared room,509.7,3.4,"Terrible experience, the place was dirty and loud."
2508,Surry Hills,Private room,462.85,4.8,"Terrible experience, the place was dirty and loud."
2509,Bondi,Entire home/apt,368.99,2.9,Luxury villa with a pool and ocean views. Incredible experience.
2510,Darlinghurst,Private room,109.19,4.1,Luxury villa with a pool and ocean views. Incredible experience.
2511,Bondi,Private room,297.24,3.6,Luxury villa with a pool and ocean views. Incredible experience.
2512,Parramatta,Entire home/apt,304.08,4.9,A bit outdated but very affordable and cozy.
2513,Darlinghurst,Entire home/apt,170.75,2.7,"Terrible experience, the place was dirty and loud."
2514,Bondi,Private room,629.38,3.7,Extremely clean and modern apartment with high-speed wifi.
2515,Newtown,Private room,437.86,4.9,"Terrible experience, the place was dirty and loud."
2516,Newtown,Entire home/apt,308.04,3.6,Extremely clean and modern apartment with high-speed wifi.
2517,Newtown,Entire home/apt,694.21,3.9,"Quiet and peaceful, the perfect romantic getaway."
2518,Newtown,Shared room,393.55,3.3,A bit outdated but very affordable and cozy.
2519,Parramatta,Shared room,319.09,3.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
2520,Bondi,Entire home/apt,472.79,4.9,A bit outdated but very affordable and cozy.
2521,Bondi,Private room,147.33,4.6,"Very noisy and bustling, great for nightlife but hard to sleep."
2522,Surry Hills,Entire home/apt,146.56,2.7,"Quiet and peaceful, the perfect romantic getaway."
2523,Manly,Entire home/apt,118.14,3.5,Luxury villa with a pool and ocean views. Incredible experience.
2524,Manly,Shared room,544.69,4.0,A bit outdated but very affordable and cozy.
2525,Manly,Private room,127.96,4.0,"Terrible experience, the place was dirty and loud."
2526,Bondi,Shared room,195.43,4.8,"Terrible experience, the place was dirty and loud."
2527,Manly,Entire home/apt,476.97,3.9,Luxury villa with a pool and ocean views. Incredible experience.
2528,Bondi,Shared room,676.99,3.8,"Basic room, clean but tiny. The host was very friendly."
2529,Newtown,Shared room,440.93,4.9,"Terrible experience, the place was dirty and loud."
2530,Parramatta,Entire home/apt,690.1,3.8,Luxury villa with a pool and ocean views. Incredible experience.
2531,Newtown,Shared room,380.14,4.9,Luxury villa with a pool and ocean views. Incredible experience.
